stop_id;stop_name;stop_lat;stop_lon;day_trips;24_trips
117;Upsala St at Providence;42.241236;-71.791628;28;36
119;Providence St + Doame St;42.2401;-71.79173;47;57
120;Providence St + Millbury St;42.238;-71.79221;47;57
121;Blackstone River Rd at Mckeon;42.234915;-71.79631;24;32
122;Blackstone River Rd at Falmouth;42.233559;-71.795425;24;32
123;Blackstone River Rd at Whipple;42.232157;-71.794459;24;32
124;Greenwood St at Ekman;42.231166;-71.793723;28;36
125;Greenwood St at Kosta;42.229598;-71.793192;28;36
126;Greenwood St at Tatman;42.228522;-71.793036;28;36
127;Greenwood St at 137 Greenwood;42.227201;-71.793058;28;36
128;Greenwood St at 159 Greenwood;42.226088;-71.79371;28;36
129;Greenwood St at 192 Greenwood;42.224789;-71.795098;28;36
130;Greenwood St at Upland;42.223878;-71.796104;28;36
131;Upland St at Emmanuel;42.223679;-71.797237;28;36
132;Upland St at Mallard;42.223412;-71.799605;28;36
133;Upland St at Upland Garden;42.224161;-71.804614;28;36
134;Upland Garden Dr at 10 Upland Garden;42.223088;-71.804868;28;36
135;Upland Garden Dr at 36 Upland Garden;42.221562;-71.803858;28;36
136;Upland Garden Dr at 48 Upland Garden;42.220564;-71.803618;28;36
137;Spofford Rd at Broughton;42.220691;-71.799922;28;36
138;Spofford Rd at Greenwood;42.221213;-71.797175;28;36
139;Greenwood St at Southhold;42.220479;-71.796823;28;36
140;Greenwood St at Conway;42.219661;-71.796814;28;36
141;Greenwood St at Ryberg;42.218158;-71.796713;28;36
143;Greenwood St at 328a Greenwood;42.215933;-71.79615;28;36
144;Greenwood St at Arnold;42.215138;-71.796006;28;36
145;Greenwood St at Fair Plaza;42.213596;-71.795943;28;36
146;Greenwood St at Rt 20;42.212538;-71.795768;28;72
154;Brooks St + Pullman St;42.320851;-71.800213;13;16
155;Pullman St + Pricechopper;42.323849;-71.79787;13;31
156;Mountain St West + Pullman St;42.324588;-71.797206;13;15
157;Mountain St West + Malden St;42.323719;-71.794576;13;15
164;Burncoat St + Assumption Ave;42.313938;-71.789633;13;15
166;Burncoat St + Fales St;42.311736;-71.789156;13;15
167;Burncoat St + Fairhaven Rd;42.309098;-71.789108;13;15
168;Burncoat St + Chatam Village Rd;42.307953;-71.789108;13;15
169;Burncoat St + Dorothy Ave;42.306428;-71.789203;13;15
170;Burncoat St + Devens Rd;42.305713;-71.78933;13;15
172;Burncoat St + Monterey Rd;42.30305;-71.789608;13;15
173;Burncoat St + Thorndyke Rd;42.30224;-71.789576;13;15
175;Burncoat St + Rexame Rd;42.299911;-71.789498;13;15
176;Burncoat St + Burncoat High School;42.299061;-71.789608;13;15
177;Burncoat St + Randolph Rd;42.296573;-71.78984;13;15
178;Burncoat St + Clearview Ave;42.295978;-71.789975;13;15
180;Burncoat St + Fairhaven;42.29205;-71.790688;13;15
181;Burncoat St + Rankin St;42.288546;-71.790849;13;15
182;Burncoat St + 16 Burncoat St;42.287741;-71.790829;13;15
183;Lincoln St at Norton;42.285678;-71.791118;75;86
184;Lincoln St at Harlow;42.283008;-71.792191;75;86
185;Lincoln St at Greenhill;42.281355;-71.79286;75;86
186;Lincoln St and Perkins St;42.278915;-71.793868;76;86
187;Lincoln St at Frederick;42.277675;-71.794615;76;86
188;Lincoln St at Crescent;42.275918;-71.795783;76;86
189;Summer St + Kendall St;42.273705;-71.796864;13;15
190;Summer St + 51 Summer St;42.269374;-71.796846;13;15
191;Summer St + Thomas St;42.268264;-71.796056;13;15
192;Summer St + Hampton Inn;42.267052;-71.795818;13;15
194;Main St + Sudbury St;42.266541;-71.801005;28;29
195;Main St + Maple St;42.265198;-71.801481;28;29
196;Main St + City Hall;42.26308;-71.80221;112;129
198;Brook St + Higgins St;42.319387;-71.800778;13;16
199;Main St + Foster St;42.265563;-71.801243;27;31
200;Summer St + East Central St;42.26705;-71.795593;14;16
201;Summer St + Prospect St;42.268256;-71.795943;14;16
202;Summer St + Kendall St;42.273701;-71.796721;14;16
203;Lincoln St at Catherine;42.276443;-71.795323;76;89
204;Lincoln St at Foresdale;42.277683;-71.794505;76;89
205;Lincoln St at Forbes;42.279368;-71.793558;76;89
206;Lincoln St at Greenhill;42.281568;-71.792653;76;89
207;Lincoln St at Mckinley;42.283118;-71.792048;76;89
209;Lincoln St at Brittan;42.286066;-71.790793;76;89
210;Burncoat St + Melville St;42.288006;-71.790698;13;16
211;Burncoat St + Rankin St;42.289289;-71.79051;13;16
212;Burncoat St + Wawecus Rd;42.291992;-71.790521;13;16
214;Burncoat St + Parkview Dr;42.293498;-71.790601;13;16
215;Burncoat St + Davidson Rd;42.294253;-71.790363;13;16
216;Burncoat St + Burncoat High School;42.29651;-71.789743;13;16
217;Burncoat St + 184 Burncoat St;42.298861;-71.789505;13;16
219;Burncoat St + Thorndyke Rd;42.302676;-71.78949;13;16
220;Burncoat St + Monterey Rd;42.303368;-71.789521;13;16
221;Burncoat St + Coventry Rd;42.304266;-71.789458;13;16
223;Burncoat St + Devens Rd;42.305806;-71.789198;13;16
224;Burncoat St + Clark St;42.30681;-71.789013;13;16
225;Burncoat St + Chatam Village Rd;42.308004;-71.789027;13;16
226;Burncoat St + Fairhaven Rd;42.309218;-71.789005;13;16
227;Burncoat St + Quinapoxet Ln;42.31169;-71.789021;13;16
228;Burncoat St + Inwood Rd;42.313079;-71.789185;13;16
229;Burncoat St at Ascadilla;42.313824;-71.789407;13;16
236;Mountain St. East + Burncoat St;42.32375;-71.79205;16;17
237;Mountain St West + Malden St;42.323817;-71.79458;13;16
246;Pullman St + Pricechopper;42.323998;-71.797965;13;16
248;Julio Dr + Shrewsbury Commons;42.292466;-71.704074;11;13
249;South St + Main St;42.295158;-71.703301;12;13
250;Main St + Holman St;42.296228;-71.706303;12;13
251;Main St + Job Cushing Rd;42.296587;-71.709882;12;13
252;Main St at Boyleston St;42.296727;-71.713819;12;13
253;Main St + Maple St;42.29652;-71.714944;12;13
254;Maple St + Brightside Ave;42.290835;-71.72166;12;13
255;Maple St + Oak St;42.285526;-71.728216;12;13
256;Maple St + Van Ness Ave;42.282331;-71.733215;12;13
257;Maple St + Fairlawn Plaza;42.276705;-71.736258;12;13
258;Boston Trpk + Harrington Ave;42.275243;-71.744873;12;13
259;Boston Trpk + White City;42.274726;-71.750993;12;13
261;Boston Trpk + N. Quinsigamond Ave;42.27456;-71.752518;12;13
263;Umass South Rd;42.275788;-71.761459;58;94
264;Shrewsbury St + Aitchison St;42.273343;-71.77083;11;13
265;Shrewsbury St + Daniels St;42.27278;-71.772021;11;13
267;Shrewsbury St + Prentice St;42.271373;-71.774978;11;13
268;Shrewsbury St + Imperial Rd;42.270593;-71.776583;11;13
269;Shrewsbury St + Laraia St;42.269735;-71.7783;11;13
270;Shrewsbury St + Marshall St;42.26879;-71.78012;11;13
271;Shrewsbury St + Waite St;42.267366;-71.782798;11;13
273;Shrewsbury St + Columbo Park;42.266365;-71.785027;11;13
274;Shrewsbury St + East Central St;42.264364;-71.78881;11;13
275;Shrewsbury St + Hill St;42.263596;-71.790286;11;13
276;Shrewsbury St + Leo Tuoro Way;42.262735;-71.792146;11;13
277;Shrewsbury St + Mulberry St;42.262469;-71.792622;11;13
278;Shrewsbury St + Hill St;42.26345;-71.790006;11;13
279;Shrewsbury St + Cross St;42.264506;-71.788051;11;13
280;Shrewsbury St + Fantasia Dr;42.266628;-71.783975;11;13
281;Shrewsbury St + Camassa Ter;42.267455;-71.782376;11;13
282;Shrewsbury St + Envelope Ter;42.26836;-71.780525;11;13
283;Shrewsbury St + Putnam Ln;42.269298;-71.778696;11;13
284;Shrewsbury St + Adams St;42.269886;-71.777536;11;13
285;Shrewsbury St + Hecla St;42.27057;-71.776258;11;13
286;Shrewsbury St + Prentice St;42.271221;-71.774986;11;13
287;Shrewsbury St + Daniels St;42.272651;-71.771918;11;13
288;Shrewsbury St + Aitchison St;42.273288;-71.770503;11;13
289;South Rd + Umass;42.275789;-71.762795;29;34
290;Belmont St + Lake Ave;42.274046;-71.758298;11;13
292;Boston Trpk + Quinsigamond Ave;42.27429;-71.75278;11;13
293;Boston Trpk + White City Plaza;42.274598;-71.750142;11;13
294;Boston Trpk + Svenson Rd;42.275091;-71.744341;11;13
295;Maple Ave at Fairlawn Plaza;42.276379;-71.736644;11;13
305;Target Lincoln Plaza;42.292612;-71.77419;34;77
306;Stop & Shop Lincoln Plaza;42.29409;-71.77187;34;38
307;Lincoln St + Mcdonalds;42.29525;-71.77271;70;81
308;Lincoln St at Tyler Prentice Rd;42.29582;-71.7709;70;81
309;Lincoln St + Pasadena Pkwy;42.29647;-71.76942;54;64
310;Lincoln St + Benson Ave;42.29753;-71.76754;70;81
311;Lincoln St +  Opp 640 Lincoln St;42.29763;-71.76462;18;21
314;North Lake Ave + 425 North Lake Ave;42.29435;-71.75882;18;21
315;Plantation St at 630 Plantation;42.292076;-71.76009;18;21
316;Plantation St + Notre Dame;42.28825;-71.76199;18;21
317;Plantation St + Plantation Towers;42.28372;-71.76266;14;17
318;Plantation St+ North Rd;42.27915;-71.76495;18;21
319;Lake Ave + Wigwam Ave;42.27204;-71.75914;18;21
320;Lake Ave + Lakeview St;42.26815;-71.75584;18;21
321;Lake Ave + Anna St;42.266323;-71.755461;18;21
322;Lake Ave + Othello Rd;42.26467;-71.75481;18;21
323;Lake Ave + Nonquit St;42.26189;-71.7543;18;21
324;Lake Ave + Hamilton St;42.26042;-71.75404;18;21
325;Hamilton St + Park Road Rmtramce;42.260143;-71.754637;18;21
326;Hamilton St + Coburn Ave;42.25983;-71.75848;18;21
327;Hamilton St + Palisades St;42.25929;-71.76023;18;21
328;Hamilton St + Middlesex Ave;42.2595;-71.76338;18;21
329;Hamilton St + Ralph Ave;42.25956;-71.76434;18;21
331;Hamilton St + Harold St;42.25893;-71.76593;18;21
332;Hamilton St + Anderson Ave;42.25836;-71.76686;18;21
333;Hamilton St + Harrington Way;42.2575;-71.76915;20;23
334;Hamilton St + Gordon St;42.257073;-71.770507;20;23
335;Hamilton St + Warner Ave;42.256536;-71.773195;20;23
337;Hamilton St + Delmont Ave;42.256459;-71.775608;20;23
339;Hamilton St + Pilgrim Ave;42.256235;-71.77893;19;23
340;Hamilton St + Ingleside Ave;42.25619;-71.7802;19;23
341;Hamilton St + Plantation St;42.25609;-71.78228;19;23
342;Grafton St + Orient St;42.25602;-71.78568;49;58
343;Grafton St + Fay St;42.256202;-71.78763;49;58
344;Grafton St + Mendon St;42.25647;-71.78924;49;58
345;Grafton St + Penn Ave;42.25728;-71.79106;67;79
346;Plantation Towers;42.286089;-71.765226;22;25
347;Grafton St + Coral St;42.257333;-71.791563;70;79
348;Grafton St + Waverly St;42.25653;-71.78994;52;58
349;Grafton St + Mendon St;42.256173;-71.78797;52;58
350;Grafton St + Houghton St;42.2559;-71.78601;52;58
351;Hamilton St + Dupont St;42.255833;-71.783951;21;23
352;Hamilton St + Plantation St;42.25593;-71.78198;21;23
353;Hamilton St + Ingleside Ave;42.25598;-71.78052;21;23
355;Hamilton St + Pilgrim Ave;42.256026;-71.778861;21;23
356;Hamilton St + Delmont Ave;42.2562;-71.77602;21;23
358;Hamilton St + Warner Ave;42.256328;-71.772817;21;23
359;Hamilton St + Trahan Ave;42.257111;-71.769756;21;23
360;Hamilton St + Elmire Ave;42.257274;-71.769217;20;22
361;Hamilton St + Ernes Ave;42.25781;-71.76744;19;21
363;Hamilton St + Harold St;42.25899;-71.76535;19;21
364;Hamilton St + Commonwealth Ave;42.259164;-71.764995;19;21
366;Hamilton St + Boston Ave;42.258877;-71.76213;19;21
368;Hamilton St + Coburn Ave;42.25952;-71.75916;19;21
369;Hamilton St + Park Road Entrance;42.25996;-71.75574;19;21
370;Lake Ave + Hamilton St;42.26044;-71.7537;19;21
371;Lake Ave + Lake Park;42.26197;-71.75397;19;21
372;Lake Ave + Anna St;42.266434;-71.755256;18;21
373;Lake Ave + Othello Rd;42.264151;-71.754542;19;21
374;Lake Ave + Lakeview St;42.268447;-71.755694;18;21
375;Lake Ave + Lincoln Park Towers;42.27265;-71.75897;18;21
376;Lake Ave + Belmont St;42.27499;-71.75837;30;34
377;Plantation St + North Rd;42.27864;-71.76504;46;52
378;Plantation St + Winco Rd;42.28353;-71.76265;18;21
379;Plantation St + Notre Dame;42.28787;-71.76201;18;21
380;Plantation St + Natural History Rd;42.290216;-71.760312;18;21
381;Plantation St +  630 Plantation St;42.29214;-71.76025;18;21
382;North Lake Ave + 425 North Lake Ave;42.29435;-71.75876;18;21
383;Lincoln St + Haven Lane;42.297355;-71.761026;18;21
384;Lincoln St + 640 Lincoln St;42.2978;-71.76454;18;21
385;Lincoln St + Boylston St;42.29756;-71.76779;69;82
386;Lincoln St + Pasadena Pkwy;42.29672;-71.76912;69;82
387;Lincoln St + Mcdonalds Opp Linc Plaza;42.2954;-71.77262;69;82
388;Lincoln St + Denny's;42.29462;-71.77503;96;110
389;Worcester Airport;42.26946;-71.87023;6;12
391;Goddard Dr + 135 Goddard Dr;42.254255;-71.866833;16;21
392;Goddard Dr + Upper Parsons Hill Dr;42.247428;-71.861175;16;21
393;Goddard Dr + Lower Parsons Hill Dr;42.24343;-71.856166;16;21
394;Main St at Stearns;42.24068;-71.853585;47;54
395;Main St at Grandview;42.240966;-71.851573;47;54
396;Main St at Eureka;42.24134;-71.84946;47;54
397;Main St at Henshaw;42.241626;-71.848108;47;54
398;Main St at Blaine;42.24196;-71.846638;47;54
399;Main St at Curtis 1;42.2425;-71.844151;47;54
400;Main St at Holland;42.242611;-71.84257;47;54
402;Main St at Montague;42.243478;-71.839725;47;54
403;Main St at Arbor Vitae;42.24424;-71.837285;47;54
404;Main St + Curtis St I;42.24483;-71.83436;81;91
405;Main St + Arena Plaza;42.245764;-71.830529;72;81
407;Main St + Tirrell St;42.24688;-71.82828;72;81
408;Main St + Lowell St;42.24764;-71.82689;72;81
409;Main St + Freeland St;42.24835;-71.82557;71;81
410;Main St + Crystal St;42.24972;-71.82303;71;81
412;Main St + Wyman St;42.25139;-71.81993;71;81
413;Main St + Gardner St;42.25213;-71.81855;71;81
414;Main St + Ripley St;42.25336;-71.81625;71;81
415;Main St + Hammond St;42.25429;-71.81474;71;81
416;Main St + Benefit St;42.25545;-71.81245;71;81
417;Main St + Lagrange St;42.25635;-71.81071;71;81
419;Main St + Hermon St;42.25772;-71.80814;71;81
420;Main St + Ionic Ave;42.2588;-71.80617;71;81
421;Main St + Old Dmv;42.25986;-71.80474;112;129
422;South High;42.244046;-71.863284;4;4
423;Leicester Walmart;42.249797;-71.936829;24;26
424;Cumberland Farms;42.245425;-71.93223;12;13
425;Main St at Pine St;42.245492;-71.913418;12;13
426;Leicester Center;42.246011;-71.909024;12;13
427;Main St at Henshaw St;42.245476;-71.899167;12;13
428;Main St at Auburn St;42.240401;-71.87994;12;13
429;Main St at Gerald Ct;42.242289;-71.867522;12;13
430;Main St at Leicester Line;42.240625;-71.863336;12;13
431;Main St at Gould Hill;42.240338;-71.86053;12;13
432;Main St at Ludlow;42.239726;-71.856246;12;13
434;Spencer Dpw;42.237864;-72.009611;1;4
435;Meadow Rd + Main St;42.234505;-72.012036;1;2
436;Spencer Center;42.243872;-71.994537;12;13
437;Spencer Town Hall;42.244225;-71.992161;12;13
438;David Prouty High;42.250893;-71.978175;12;13
439;Fallon Medical;42.256434;-71.959018;12;13
442;Main St + Fed Court House;42.26082;-71.80386;115;128
444;Main St + Wellington St;42.25807;-71.80762;73;82
445;Main St + Jackson St;42.25677;-71.81008;73;82
447;Main St + Oread Pl;42.25565;-71.81225;72;82
448;Main St + May St;42.2544;-71.81473;73;82
449;Main St + Claremont St;42.25362;-71.81601;73;82
450;Main St + Norwood St;42.25246;-71.81816;73;82
451;Main St + Hawthorne St;42.25138;-71.82017;73;82
452;Main St + Gates St;42.24994;-71.82285;73;82
453;Main St + Beaver St;42.24928;-71.82404;73;82
455;Main St + Marble St;42.24766;-71.82706;73;82
456;Main St + Lucian St;42.24669;-71.8288;73;82
457;Main St + Cambridge St;42.24546;-71.83141;73;82
459;Main St + Curtis St;42.244708;-71.835516;82;92
460;Main St + Arbor Vitae St;42.244254;-71.837398;66;73
461;Main St + Wayne St;42.24386;-71.83888;66;73
462;Main St + Young St;42.24306;-71.84119;66;73
463;Main St + Holland Rd;42.24279;-71.84262;66;73
464;Main St at Gates Lane;42.242635;-71.844318;48;53
465;Main St at Brookline;42.242333;-71.845403;48;53
467;Main St at Sylvan;42.241757;-71.848313;48;53
468;Main St at Eureka;42.241363;-71.849921;48;53
469;Main St at Grandview;42.241021;-71.852026;12;13
471;Goddard Dr at Lower Parsons Hill;42.243653;-71.856096;16;20
472;Goddard Dr at Upper Parsons Hill;42.247618;-71.861063;16;20
473;Goddard Dr at 135 G Drive;42.253988;-71.86654;16;20
474;Goddard Dr at 156;42.2576;-71.866061;16;20
476;Main St at Armandale;42.240386;-71.854911;12;13
477;Main St at Ludlow;42.239846;-71.85631;12;13
478;Main St at Gould Hill;42.240441;-71.859998;12;13
479;Main St at Leicester Line;42.240783;-71.86359;12;13
480;Boat Dealership;42.242595;-71.86789;12;13
481;Main St at Auburn St;42.240211;-71.880645;12;13
482;Main St at Henshaw St;42.245477;-71.899449;12;13
483;Leicester Ctr;42.245591;-71.907521;12;13
484;Cumberland Farms;42.245565;-71.932371;12;13
486;Fallon at Bond St;42.25648;-71.959196;12;13
487;David Prouty High;42.251114;-71.977921;12;13
488;Spencer Town Hall;42.244307;-71.992248;12;13
489;Spencer Ctr;42.243935;-71.99528;12;13
490;Meadow Rd + Spencer Fair;42.234791;-72.011743;1;2
491;Mower St + 31 Mower St;42.279001;-71.854696;14;34
493;Pleasant St + Mill St;42.27799;-71.85113;14;16
494;Pleasant St + Copperfield Rd;42.27806;-71.85019;14;16
495;Pleasant St + Chesterfield Rd;42.27838;-71.84838;14;16
496;Pleasant St + Cardinal Rd;42.27858;-71.8472;14;16
497;Pleasant St + Moreland St;42.278034;-71.843736;14;16
498;Pleasant St + Moore Ave;42.277471;-71.842011;14;16
499;Pleasant St + May St;42.277266;-71.839873;14;16
501;Pleasant St + Kenilworth Rd;42.27687;-71.836497;14;16
502;Pleasant St + Kensington Heights;42.276;-71.83495;14;16
503;Pleasant St + Lenox St;42.275056;-71.833563;14;16
504;Pleasant St + Saint Elmo Rd;42.27355;-71.8314;14;16
505;Pleasant St + Hawden Ln;42.271975;-71.83018;14;16
506;Pleasant St + Howland Ter;42.27141;-71.82945;14;16
508;Pleasant St + June St;42.269975;-71.8259;14;16
509;Pleasant St + Coolidge Rd;42.269238;-71.825072;14;16
510;Pleasant St + 642 Pleasant St;42.26729;-71.82405;14;16
511;Pleasant St + Copley Rd;42.26611;-71.82344;14;16
512;Pleasant St + Norman Ave 1;42.265076;-71.822219;14;16
514;Pleasant St + Abbott St;42.264105;-71.820393;14;16
515;Pleasant St + Park Ave;42.26352;-71.8192;14;16
516;Pleasant St + Mason St;42.26334;-71.81782;14;16
517;Pleasant St + Bellevue St;42.26342;-71.81624;14;16
518;Pleasant St + Russell St;42.263718;-71.814339;14;16
519;Pleasant St + Hawley St;42.26403;-71.812;14;16
521;Pleasant St + Oxford St;42.26385;-71.80746;14;16
522;Pleasant St + Irving St;42.26376;-71.80624;14;16
523;Pleasant St + Chestnut St;42.26364;-71.8048;48;55
524;Pleasant St + Linden St;42.26382;-71.80635;14;16
525;Pleasant St + Ashland St;42.26391;-71.80763;14;16
526;Pleasant St + West St;42.26401;-71.80915;14;16
527;Pleasant St + Fruit St;42.26409;-71.81145;14;16
528;Pleasant St + Merrick St;42.26386;-71.81403;14;16
529;Pleasant St + Russell St;42.26369;-71.81504;14;16
530;Pleasant St + Bellevue St;42.26344;-71.81645;14;16
531;Pleasant St + Hudson St;42.26339;-71.81807;14;16
532;Pleasant St + Park Ave;42.26363;-71.81933;14;16
533;Pleasant St + Federal Pl;42.26429;-71.82056;14;16
535;Pleasant St + Copley Rd 1;42.26579;-71.82307;14;16
536;Pleasant St + Copley Rd 2;42.266714;-71.823656;14;16
538;Pleasant St + Coolidge Rd;42.26949;-71.8251;14;16
540;Pleasant St + Greenleaf Ter;42.270628;-71.827786;14;16
541;Pleasant St + Elmwood St;42.27147;-71.82942;14;16
543;Pleasant St + Intervale Rd;42.27268;-71.83061;14;16
544;Pleasant St + Lenox St;42.27486;-71.83313;14;16
546;Pleasant St + Kenilworth Rd;42.27691;-71.83639;14;16
547;Pleasant St + Flagg St;42.27741;-71.83827;14;16
548;Pleasant St + Guild Rd;42.27735;-71.84007;15;16
549;Pleasant St + Moore Ave;42.27749;-71.84159;15;16
550;Pleasant St + Moreland St;42.27813;-71.84376;14;16
551;Pleasant St + Wrentham Rd;42.27876;-71.84646;14;16
552;Pleasant St + Chesterfield Rd;42.27834;-71.8488;14;16
554;Pleasant St + Pomona Rd;42.27814;-71.85215;14;16
555;Pleasant St + Mower St;42.27828;-71.85326;14;16
556;Pleasant St + South Oleans St;42.278696;-71.856257;28;33
559;Main St + Elm St;42.1914;-71.760001;11;12
571;Massasoit Rd + Blithewood Ave 1;42.235896;-71.76498;18;21
583;Massasoit Rd + Heywood St;42.25002;-71.77979;18;21
584;Grafton St + Plantation St;42.25173;-71.78204;49;57
585;Dorchester St + Arthur St;42.2522;-71.78396;18;21
586;Dorchester St + Houghton St;42.25207;-71.78646;18;21
587;Dorchester St + Mendon St;42.25198;-71.78783;18;21
588;Dorchester St + Barclay St;42.2519;-71.78906;18;21
589;Dorchester St + Chapin St;42.25179;-71.79101;18;21
590;Dorchester St + Providence St;42.25173;-71.79232;18;21
597;Dorchester St + Providence St 2;42.2517;-71.79215;18;21
598;Dorchester St + Chapin St;42.25178;-71.79054;18;21
599;Dorchester St + Shannon St;42.25186;-71.789;18;21
600;Dorchester St + Rice Ln;42.25192;-71.78813;18;21
601;Dorchester St + Cutler St;42.251982;-71.786571;18;21
603;Dorchester St + Arthur St;42.252148;-71.783843;18;21
604;Grafton St + Acton St;42.251665;-71.782213;50;57
606;Massasoit Rd + Heywood St;42.24974;-71.77958;18;21
619;Massasoit Rd + Miscoe Rd;42.235348;-71.764646;18;21
635;The Fairways;42.318095;-71.778753;13;30
636;Mountain St. East + Mosque;42.31508;-71.77286;29;32
637;100 Century Dr;42.314047;-71.769964;14;14
638;Century Dr + Red Cross;42.315718;-71.769231;14;28
639;Clark St + Teamster Village;42.313053;-71.773472;42;46
640;Clark St + Tacoma St;42.31202;-71.7757;42;46
641;Clark St at Harley;42.31153;-71.779755;26;28
642;St. Nicholas Ave at Clark;42.310473;-71.781503;26;28
643;St. Nicholas Ave at 194 St. Nicholas;42.309393;-71.7807;26;28
644;St. Nicholas Ave at Ontario;42.308311;-71.779881;26;28
645;St. Nicholas Ave at Squantum;42.30685;-71.778776;26;28
646;St. Nicholas Ave at Onandaga;42.305673;-71.777895;26;28
647;St. Nicholas Ave at Hilda;42.30441;-71.776948;26;28
648;St. Nicholas Ave at 5 St. Nicholas;42.303281;-71.775303;27;28
649;Country Club Blvd. At Erie;42.302995;-71.774866;27;28
650;Country Club Blvd. At Rec Center;42.301898;-71.77636;27;28
651;Country Club Blvd. At 111 Cc Blvd;42.299895;-71.776885;27;28
652;Country Club Blvd. At 91 Cc Blvd;42.29926;-71.776345;27;28
653;Country Club Blvd. At Pleasant Valley;42.297781;-71.775335;27;28
654;Country Club Blvd. At Plaza Entrance;42.296375;-71.775041;27;28
655;Country Club Blvd. At Lincoln;42.295126;-71.774986;27;28
656;Lincoln St at Goldwaithe;42.293111;-71.778198;62;71
657;Lincoln St at Beverly;42.292241;-71.780111;62;71
658;Lincoln St at Hanover Ins;42.291606;-71.781955;62;71
659;Lincoln St at Oran;42.289325;-71.78674;62;71
